Key,한국어원문,위치(Note),en,zh-TW,ja
FMT_CARDMANAGER_093,착탄 {0}개  |  스턴 {1}초,RootDesk/MyDesk/Card/CardManager.mlua:18849,Impacts {0}  |  Stun {1}s,命中 {0}  |  暈眩 {1}秒,着弾 {0}  |  スタン {1}秒
FMT_CARDMANAGER_094,타겟 {0}명  |  3연타({1}/{2}/{3}%),RootDesk/MyDesk/Card/CardManager.mlua:18852,Targets {0} targets  |  3hits({1}/{2}/{3}%),目標 {0}個目標  |  3連擊({1}/{2}/{3}%),ターゲット {0}体  |  3連打({1}/{2}/{3}%)
FMT_CARDMANAGER_095,타겟 {0}명  |  명중 -{1}%(보스/엘리트 절반)  |  지속 {2}초  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18855,Targets {0} | Hit: -{1}% (half for bosses/elites) | Duration {2}s | AoE,目標 {0}個 | 命中時-{1}%（首領／菁英減半）| 持續{2}秒 | 範圍,ターゲット {0}体 | 命中時-{1}%（ボス・エリートは半減）| 持続{2}秒 | 範囲
FMT_CARDMANAGER_096,타겟 {0}명  |  크리티컬 확률 +{1}%  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18858,Targets {0} targets  |  Critical Chance +{1}%  |  Area,目標 {0}個目標  |  暴擊 機率 +{1}%  |  範圍,ターゲット {0}体  |  クリティカル 確率 +{1}%  |  範囲
FMT_CARDMANAGER_097,타겟 {0}명  |  메소 드랍 100%  |  아이템 드랍 {1}%,RootDesk/MyDesk/Card/CardManager.mlua:18860,Targets {0} targets  |  Meso Drop 100%  |  Item Drop {1}%,目標 {0}個目標  |  楓幣 deurap 100%  |  道具 deurap {1}%,ターゲット {0}体  |  メル deurap 100%  |  アイテム deurap {1}%
FMT_CARDMANAGER_098,메소 폭발  |  광역  |  기본 공격 시 {0}% 확률로 메소 드랍,RootDesk/MyDesk/Card/CardManager.mlua:18863,Meso Explosion | AoE | Basic attacks have a {0}% chance to drop Mesos,楓幣爆炸 | 範圍 | 基本攻擊有{0}%機率掉落楓幣,メル爆発 | 範囲 | 通常攻撃時、{0}%の確率でメルをドロップ
FMT_CARDMANAGER_099,지속 {0}초  |  분신 소환 대미지 {1}%,RootDesk/MyDesk/Card/CardManager.mlua:18865,Duration {0}s  |  Clone Summon Damage {1}%,持續 {0}秒  |  分身 召喚 傷害 {1}%,持続 {0}秒  |  分身 召喚 ダメージ {1}%
FMT_CARDMANAGER_100,중복 스킬을 획득해 {0} 스킬의 레벨이 올랐습니다!,RootDesk/MyDesk/Card/CardManager.mlua,"Gained a duplicate skill, increasing the level of skill {0}!",獲得重複技能，技能{0}的等級提升了！,重複スキルを獲得し、スキル{0}のレベルが上がりました！
FMT_CARDMANAGER_101,카드 {0},RootDesk/MyDesk/Card/CardManager.mlua,Card {0},卡片 {0},カード {0}
FMT_EP2MAP2ARENALOGIC_001,다시하기 (-{0}),RootDesk/MyDesk/Ep2Map2ArenaLogic.mlua,Retry (-{0}),重新開始 (-{0}),リトライ (-{0})
FMT_EP2MAP4GALLERYPORTALTRIGGER_001,{0}가 부족합니다 ({1}/{2}),RootDesk/MyDesk/Puzzle/Ep2Map4GalleryPortalTrigger.mlua,{0}  Insufficient ({1}/{2}),{0} 不足 ({1}/{2}),{0} 不足しています ({1}/{2})
FMT_EPISODEREWARDLOGIC_001,EP{0} {1}분 생존!,RootDesk/MyDesk/EpisodeReward/EpisodeRewardLogic.mlua,EP{0} {1}min Survive!,EP{0} {1}分 生存!,EP{0} {1}分 生存!
FMT_EPISODEREWARDLOGIC_002,{0} {1}분 생존 시 열림,RootDesk/MyDesk/EpisodeReward/EpisodeRewardLogic.mlua,Unlocked after surviving for {1} minutes in {0},在{0}生存{1}分鐘後解鎖,{0}で{1}分間生存すると解放
FMT_EPISODEREWARDUI_001,"EP{0}
{1}분 생존!",RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:180,"EP{0}
{1}min Survive!","EP{0}
{1}分 生存!","EP{0}
{1}分 生存!"
FMT_EPISODEREWARDUI_002,{0} 달성! 보상을 받으세요,RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:231,{0} Achieve! Reward  bateuseyo,{0} 達成! 請領取獎勵,{0} 達成! 報酬を受け取ってください
FMT_EPISODEREWARDUI_003,EP{0}에서 한 판 {1}분을 버티면 받을 수 있어요 (타임어택·무제한 모두),RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:234,Available after surviving {1} minute(s) in a single run of EP{0} (both Time Attack and Unlimited),在EP{0}單局生存{1}分鐘後即可領取（限時挑戰、無限模式皆可）,EP{0}で1回のプレイ中に{1}分生存すると受け取れます（タイムアタック・無制限どちらも可）
FMT_EPISODEREWARDUI_004,EP{0}에서 {1}분을 버텨야 받을 수 있어요,RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:255,Available after surviving {1} minutes in EP{0},EP{0}で生存{1}分鐘後即可領取,EP{0}で{1}分生存すると受け取れます
FMT_EPISODEREWARDUI_005,{0} 칸이 가득 찼어요! 정리한 뒤 다시 받아주세요,RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:314,{0} slots are full! Clear some space and claim it again.,{0}格已滿！整理空間後再領取。,{0}枠がいっぱいです！整理してからもう一度受け取ってください。
FMT_GACHAUI_001,{0} 뽑기,RootDesk/MyDesk/GachaUI.mlua:478,{0} Draw,{0} 抽取,{0} ガチャ
FMT_GACHAUI_002,획득한 {0}!,RootDesk/MyDesk/GachaUI.mlua:480,Obtainone {0}!,獲得一 {0}!,獲得1つ {0}!
FMT_GACHAUI_003,{0} 뽑기 X1,RootDesk/MyDesk/GachaUI.mlua:481,{0} Draw x1,{0} 抽取 x1,{0} ガチャ x1
FMT_GACHAUI_004,{0} 뽑기 X10,RootDesk/MyDesk/GachaUI.mlua:482,{0} Draw x10,{0} 抽取 x10,{0} ガチャ x10
FMT_GACHAUI_005,무료 ({0}),RootDesk/MyDesk/GachaUI.mlua:498,Free ({0}),免費 ({0}),無料 ({0})
FMT_GAMEOVERUI_001,{0} 점,RootDesk/MyDesk/UI/GameOverUI.mlua:125,{0} points,{0}分,{0}点
FMT_IDLEREWARDUI_001,자동 시간 : {0},RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:195,Automatic time : {0},自動 時間 : {0},自動 時間 : {0}
FMT_IDLEREWARDUI_002,{0} · 진행 보너스 +{1}%,RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:198,{0} · proceed Bonus +{1}%,{0} · 進行 加成 +{1}%,{0} · 進行 ボーナス +{1}%
FMT_IDLEREWARDUI_003,{0} — 가득 찼어요!),RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:200,{0} — Full Full!),{0} — 已滿 已滿!),{0} — 満杯 満杯!)
FMT_IDLEREWARDUI_004,"장비는 {0}시간마다 1개씩 쌓여요
(다음 장비까지 {1})",RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:250,"Equipment accumulates at a rate of 1 item every {0} hours.
(Until the next equipment: {1})","裝備每{0}小時累積1件。
（距離下一件裝備：{1}）","装備は{0}時間ごとに1個ずつ貯まります。
（次の装備まで：{1}）"
FMT_IDLEREWARDUI_005,최소 {0}분은 방치해야 받을 수 있어요,RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:291,You must leave it idle for at least {0} minutes to claim it.,至少閒置{0}分鐘後才能領取。,最低{0}分間放置すると受け取れます。
FMT_IDLEREWARDUI_006,장비 인벤토리가 가득 찼어요! 자리가 없는 장비 {0}개는 사라질 수 있어요,RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:329,Equipment inventory is full! Up to {0} equipment items with no space may disappear.,裝備背包已滿！沒有空間的裝備最多可能有{0}件消失。,装備インベントリがいっぱいです！空きがない装備は最大{0}個消える場合があります。
FMT_IDLEREWARDUI_007,"자리가 없는 장비 {0}개는 사라져요.
그래도 받을까요?",RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:333,"space None Equipment {0}  will disappear.
even so receivekkayo?","空間 沒有 裝備 {0} 會消失.
即使如此 獲得kkayo?","空きが なし 装備 {0} 消えます.
それでも 受け取るkkayo?"
FMT_LEVELREWARDLOGIC_001,{0} 무기,RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua,{0} Weapon,{0} 武器,{0} 武器
FMT_LEVELREWARDLOGIC_002,{0} 장비,RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua,{0} Equipment,{0} 裝備,{0} 装備
FMT_LEVELREWARDLOGIC_003,레벨 {0} 보상,RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua,Level {0} Reward,等級 {0} 獎勵,レベル {0} 報酬
FMT_LEVELREWARDUI_001,레벨 {0}이 되면 받을 수 있어요,RootDesk/MyDesk/PlayerLevel/LevelRewardUI.mlua:313,Available when you reach level {0},達到等級{0}後即可領取,レベル{0}になると受け取れます
FMT_MAP23ERDASEASTEREGGLOGIC_001,{0} 에르다스가 소환되었다.,RootDesk/MyDesk/Puzzle/Map23ErdasEasterEggLogic.mlua,{0} Erdas have been summoned.,{0}隻艾爾達斯已被召喚。,{0}体のエルダスが召喚された。
FMT_MAP24TREASURECHESTLOGIC_001,유물 뽑기권 {0}장 획득!,RootDesk/MyDesk/Puzzle/Map24TreasureChestLogic.mlua,Obtained {0} Relic Draw Tickets!,獲得遺物抽獎券{0}張！,遺物ガチャ券を{0}枚獲得！
FMT_RAIDLOGIC_001,주간 레이드 {0} 등급 보상 + 반지 강화 주문서 {1}장을 받았어요!,RootDesk/MyDesk/Raid/RaidLogic.mlua:728,You received the weekly Raid {0} Grade reward + {1} Ring Enhancement Scroll(s)!,你獲得了每週突襲{0}等級獎勵＋戒指強化卷軸{1}張！,週間レイド{0}ランク報酬＋指輪強化書{1}枚を受け取りました！
FMT_RAIDUI_001,보스 체력  {0}%,RootDesk/MyDesk/Raid/RaidUI.mlua:275,Boss HP  {0}%,首領 生命值  {0}%,ボス HP  {0}%
FMT_RANKUI_001,{0}위 밖,RootDesk/MyDesk/UI/RankUI.mlua:245,Outside the top {0},排名在{0}名以外,{0}位圏外
FMT_RELICUPGRADEUI_001,"{0}
보유 시 {1}{2} — 아직 보유하지 않은 유물입니다",RootDesk/MyDesk/Relic/RelicUpgradeUI.mlua:86,"{0}
When owned: {1}{2} — You do not own this relic yet","{0}
持有時：{1}{2} — 尚未持有此遺物","{0}
所持時：{1}{2} — まだ所持していない遺物です"
FMT_RELICUPGRADEUI_002,"{0} {1}{2}
최대 레벨입니다",RootDesk/MyDesk/Relic/RelicUpgradeUI.mlua:96,"{0} {1}{2}
Max Levelipnida","{0} {1}{2}
最大 等級ipnida","{0} {1}{2}
最大 レベルipnida"
FMT_RELICUPGRADEUI_003,{0}코인,RootDesk/MyDesk/Relic/RelicUpgradeUI.mlua:110,{0}Coin,{0}硬幣,{0}コイン
FMT_RELICUPGRADEUI_004,"{0} {1}{2}
다음 레벨: {3}{2}",RootDesk/MyDesk/Relic/RelicUpgradeUI.mlua,"{0} {1}{2}
Next Level: {3}{2}","{0} {1}{2}
下一個 等級: {3}{2}","{0} {1}{2}
次 レベル: {3}{2}"
FMT_RUNSTARTCONFIRMUI_001,{0} 인벤토리가 가득 찼어요!,RootDesk/MyDesk/UI/RunStartConfirmUI.mlua:79,{0} Inventory Full Full!,{0} 背包 已滿 已滿!,{0} インベントリが 満杯 満杯!
FMT_SHOPUI_001,다이아 {0},RootDesk/MyDesk/UI/ShopUI.mlua:135,Diamond {0},鑽石 {0},ダイヤ {0}
FMT_SKILLUPGRADEUI_001,"다음 레벨: Lv.{0}
{1}",RootDesk/MyDesk/Skill/SkillUpgradeUI.mlua:115,"Next Level: Lv.{0}
{1}","下一個 等級: Lv.{0}
{1}","次 レベル: Lv.{0}
{1}"
FMT_UICOMPOSEPOPUP_001,"{0}
(최고 등급)",RootDesk/MyDesk/Inventory/UI/UIComposePopup.mlua:667,"{0}
(Highest Grade)","{0}
（最高等級）","{0}
（最高ランク）"
FMT_UICOMPOSEPOPUP_002,품질 {0} 유지,RootDesk/MyDesk/Inventory/UI/UIComposePopup.mlua:689,Quality {0} Duration,品質 {0} 持續,品質 {0} 持続
FMT_UICOMPOSEPOPUP_003,품질 {0} 승급,RootDesk/MyDesk/Inventory/UI/UIComposePopup.mlua:690,Quality {0} Promotion,品質 {0}升級,品質 {0}昇格
FMT_WORLDCHARACTERSELECTUI_001,"공격력 {0}%
체력 {1}%",RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:206,"Attackryeok {0}%
HP {1}%","攻擊ryeok {0}%
生命值 {1}%","攻撃ryeok {0}%
HP {1}%"
FMT_WORLDCHARACTERSELECTUI_002,"{0}

장비
({1} / {2})",RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:382,"{0}

Equipment
({1} / {2})","{0}

裝備
({1} / {2})","{0}

装備
({1} / {2})"
FMT_WORLDCHARACTERSELECTUI_003,"{0}

몬스터 처치
({1} / {2})",RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:384,"{0}

Monster Defeat
({1} / {2})","{0}

怪物 擊殺
({1} / {2})","{0}

モンスター 討伐
({1} / {2})"
MLUA_ACHIEVEMENTLOGIC_001,초보 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:47,sbo Hunter,秒bo 獵人,秒bo ハンター
MLUA_ACHIEVEMENTLOGIC_002,"몬스터 1,000마리 처치",RootDesk/MyDesk/Achievement/AchievementLogic.mlua:47,"Monster 1,000monsters Defeat","怪物 1,000隻 擊殺","モンスター 1,000体 討伐"
MLUA_ACHIEVEMENTLOGIC_003,숙련된 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:48,Skilled Hunter,熟練的獵人,熟練ハンター
MLUA_ACHIEVEMENTLOGIC_004,"몬스터 10,000마리 처치",RootDesk/MyDesk/Achievement/AchievementLogic.mlua:48,"Monster 10,000monsters Defeat","怪物 10,000隻 擊殺","モンスター 10,000体 討伐"
MLUA_ACHIEVEMENTLOGIC_005,전설의 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:49,Legendary Hunter,傳說 獵人,伝説の ハンター
MLUA_ACHIEVEMENTLOGIC_006,"몬스터 100,000마리 처치",RootDesk/MyDesk/Achievement/AchievementLogic.mlua:49,"Monster 100,000monsters Defeat","怪物 100,000隻 擊殺","モンスター 100,000体 討伐"
MLUA_ACHIEVEMENTLOGIC_007,엘리트 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:50,Elite Hunter,菁英 獵人,エリート ハンター
MLUA_ACHIEVEMENTLOGIC_008,엘리트 몬스터 10마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:50,Elite Monster 10monsters Defeat,菁英 怪物 10隻 擊殺,エリート モンスター 10体 討伐
MLUA_ACHIEVEMENTLOGIC_009,엘리트 학살자,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:51,Elite Slayer,菁英獵殺者,エリートスレイヤー
MLUA_ACHIEVEMENTLOGIC_010,엘리트 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:51,Elite Monster 100monsters Defeat,菁英 怪物 100隻 擊殺,エリート モンスター 100体 討伐
MLUA_ACHIEVEMENTLOGIC_011,첫 보스 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:52,First Boss Defeat,首次擊敗首領,初めてボスを倒す
MLUA_ACHIEVEMENTLOGIC_012,보스 몬스터 1회 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:52,Boss Monster 1times Defeat,首領 怪物 1次 擊殺,ボス モンスター 1回 討伐
MLUA_ACHIEVEMENTLOGIC_013,보스 헌터,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:53,Boss Hunter,首領獵人,ボスハンター
MLUA_ACHIEVEMENTLOGIC_014,보스 몬스터 10회 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:53,Boss Monster 10times Defeat,首領 怪物 10次 擊殺,ボス モンスター 10回 討伐
MLUA_ACHIEVEMENTLOGIC_015,보스 슬레이어,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:54,Boss seulreis eo,首領 seulreeo,ボス seulreeo
MLUA_ACHIEVEMENTLOGIC_016,보스 몬스터 50회 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:54,Boss Monster 50times Defeat,首領 怪物 50次 擊殺,ボス モンスター 50回 討伐
MLUA_ACHIEVEMENTLOGIC_017,하늘의 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:55,haneulof  Hunter,haneul的 獵人,haneulの ハンター
MLUA_ACHIEVEMENTLOGIC_018,비행 몬스터 300마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:55,Defeat 300 flying monsters,擊敗300隻飛行怪物,飛行モンスターを300体倒す
MLUA_ACHIEVEMENTLOGIC_019,달팽이 박사,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:57,Snail Doctor,蝸牛博士,カタツムリ博士
MLUA_ACHIEVEMENTLOGIC_020,달팽이류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:57,dalpaengis ryu Monster 100monsters Defeat,dalpaengryu 怪物 100隻 擊殺,dalpaengryu モンスター 100体 討伐
MLUA_ACHIEVEMENTLOGIC_021,버섯 채집가,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:58,Mushroom Gatherer,蘑菇採集家,キノコ採集家
MLUA_ACHIEVEMENTLOGIC_022,버섯류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:58,Defeat 100 mushroom-type monsters,擊敗100隻蘑菇類怪物,キノコ系モンスターを100体倒す
MLUA_ACHIEVEMENTLOGIC_023,돼지 몰이꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:59,Pig Herder,豬隻牧人,イノシシ使い
MLUA_ACHIEVEMENTLOGIC_024,돼지·멧돼지류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:59,Defeat 100 pig/wild boar-type monsters,擊敗100隻豬・野豬類怪物,豚・イノシシ系モンスターを100体倒す
MLUA_ACHIEVEMENTLOGIC_025,말랑말랑,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:60,Soft and Fluffy,軟綿綿,ふわふわ
MLUA_ACHIEVEMENTLOGIC_026,슬라임류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:60,Defeat 100 slime-type monsters,擊敗100隻史萊姆類怪物,スライム系モンスターを100体倒す
MLUA_ACHIEVEMENTLOGIC_027,벌목꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:61,Lumberjack,伐木工,木こり
MLUA_ACHIEVEMENTLOGIC_028,스텀프류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:61,Defeat 100 Stump-type monsters,擊敗100隻樹樁類怪物,スタンプ系モンスターを100体倒す
MLUA_ACHIEVEMENTLOGIC_029,픽시 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:62,Pixie Hunter,皮克西獵人,ピクシーハンター
MLUA_ACHIEVEMENTLOGIC_030,픽시류 몬스터 200마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:62,Defeat 200 Pixie-type monsters,擊敗200隻皮克西類怪物,ピクシー系モンスターを200体倒す
MLUA_ACHIEVEMENTLOGIC_031,식물학자,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:63,Botanist,植物學家,植物学者
MLUA_ACHIEVEMENTLOGIC_032,네펜데스류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:63,Defeat 100 Nependeath-type monsters,擊敗100隻奈佩德斯類怪物,ネペンデス系モンスターを100体倒す
MLUA_ACHIEVEMENTLOGIC_033,돌깨는 자,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:64,Stone Breaker,碎石者,石割り人
MLUA_ACHIEVEMENTLOGIC_034,골렘류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:64,Defeat 100 Golem-type monsters,擊敗100隻魔像類怪物,ゴーレム系モンスターを100体倒す
MLUA_ACHIEVEMENTLOGIC_035,설원의 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:65,seolwonof  Hunter,seolwon的 獵人,seolwonの ハンター
MLUA_ACHIEVEMENTLOGIC_036,예티류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:65,Defeat 100 Yeti-type monsters,擊敗100隻雪吉拉類怪物,イエティ系モンスターを100体倒す
MLUA_ACHIEVEMENTLOGIC_037,숨은 비밀 발견,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:67,Discover a hidden secret,發現隱藏的秘密,隠された秘密を発見する
MLUA_ACHIEVEMENTLOGIC_038,이스터에그 1개 발견,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:67,Easter Egg 1 Discover,彩蛋 1個 發現,イースターエッグ 1個 発見
MLUA_ACHIEVEMENTLOGIC_039,탐험가,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:68,Explorer,探險家,探検家
MLUA_ACHIEVEMENTLOGIC_040,이스터에그 10개 발견,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:68,Easter Egg 10 Discover,彩蛋 10個 發現,イースターエッグ 10個 発見
MLUA_ACHIEVEMENTLOGIC_041,비밀 수집가,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:69,Secret Collector,秘密 收藏家,秘密 コレクター
MLUA_ACHIEVEMENTLOGIC_042,이스터에그 50개 발견,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:69,Easter Egg 50 Discover,彩蛋 50個 發現,イースターエッグ 50個 発見
MLUA_ACHIEVEMENTLOGIC_043,보물 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:70,Treasure Hunter,寶藏獵人,トレジャーハンター
MLUA_ACHIEVEMENTLOGIC_044,보물상자 10개 열기,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:70,Open 10 treasure chests,開啟10個寶箱,宝箱を10個開ける
MLUA_ACHIEVEMENTLOGIC_045,물약 애호가,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:72,Potion Enthusiast,藥水愛好者,ポーション愛好家
MLUA_ACHIEVEMENTLOGIC_046,빨간·하얀 포션 50개 획득,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:72,Red·White Potion 50 Obtain,紅色·白色 藥水 50個 獲得,赤い·白い ポーション 50個 獲得
MLUA_ACHIEVEMENTLOGIC_047,엘릭서 수집가,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:73,Elixir Collector,秘藥 收藏家,エリクサー コレクター
MLUA_ACHIEVEMENTLOGIC_048,파워 엘릭서 10개 획득,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:73,Obtain 10 Power Elixirs,獲得10個力量秘藥,パワーエリクサーを10個獲得
MLUA_ACHIEVEMENTLOGIC_049,버프 마니아,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:74,Buff Maniac,增益狂熱者,バフマニア
MLUA_ACHIEVEMENTLOGIC_050,버프 포션 10개 획득,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:74,Buff Potion 10 Obtain,增益 藥水 10個 獲得,バフ ポーション 10個 獲得
MLUA_ACHIEVEMENTLOGIC_051,포션 소믈리에,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:75,Potion someulriin,藥水 someulri在,ポーション someulriに
MLUA_ACHIEVEMENTLOGIC_052,버프 포션 3종 모두 획득,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:75,Obtain all 3 types of Buff Potions,獲得全部3種增益藥水,3種類すべてのバフポーションを獲得
MLUA_ACHIEVEMENTLOGIC_053,모험의 시작,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:77,moheomof  Start,moheom的 開始,moheomの 開始
MLUA_ACHIEVEMENTLOGIC_054,게임 10판 플레이,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:77,Play 10 games,遊玩10場遊戲,ゲームを10回プレイ
